class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20210501T073041193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073049193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073057193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073105193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073113193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073121193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073129193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073137193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073145193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073153193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073201193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073209193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073217193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073225193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073233193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073241193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073249193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073257193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073305193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073313193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073321193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073329193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073337193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073345193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073353193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073401193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073409193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073417193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073425193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073433193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073441193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073449193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073457193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073505193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073513193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073521193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073529193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073537193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073545193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073553193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073601193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073609193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073617193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073625193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072625193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072633193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072641193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072649193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072657193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072705193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072713193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072721193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072729193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072737193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072745193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072753193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072801193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072809193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072817193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072825193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072833193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072841193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072849193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072857193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072905193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072913193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072921193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072929193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072937193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072945193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T072953193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073001193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073009193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073017193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073025193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073033193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073041193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073049193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073057193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073105193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073113193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073121193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073129193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073137193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
20210501T073145193_2021050,20210501,26785,2.15,26935,5.01,27395,0.51,11,False,True,True,A2,sub-A,18.45,8.32,5.34,26840.73,89.63,175.08,2.332,0.584,26.67,26785,0.64,26955,7.68,28255,-1.08,True,
